Date,sigma_real,sigma_pred,Lambda,Cq,Delta,gamma_t
2005-02-23,0.09649803,0.20379678600190754,0.44346444362577464,0.2918016588265862,0.054385245047393976,0.025098250106809755
2005-02-24,0.0988637,0.23217105604323082,0.48410604986491884,0.30110449994800653,0.01998253357091989,0.0222825304233559
2005-02-25,0.10201257,0.23300695083157882,0.48031643842167354,0.31307899018306146,-0.044550055389513565,0.019038239672197234
2005-02-28,0.10561698,0.20207307917482265,0.4453358451419483,0.28072432857791674,-0.03714741049523623,0.012000681792195107
2005-03-01,0.1057154,0.15685594170138495,0.4022707408439941,0.19644701268549813,-0.07919846302118894,0.008953278148044058
2005-03-02,0.10285558,0.13065757982995505,0.3789482356991185,0.13075762824262796,0.003053449354654708,0.01935883929003559
2005-03-03,0.10074682,0.16731869533348637,0.4118333578687802,0.21914283960611214,-0.06915895787267834,0.021380328455211157
2005-03-04,0.10497396,0.24948971448569474,0.5018768260033202,0.3201757729365573,-0.16619822599645157,0.024614219733755435
2005-03-07,0.10409907,0.2409338321151213,0.4973091812530055,0.3010689609043221,-0.1419759778823042,0.020014641662149373
2005-03-08,0.10007331,0.25015446265942576,0.507049122019661,0.3102344061385304,-0.05343590423120381,0.02837676434439325
2005-03-09,0.10685812,0.21096743422607878,0.46469029425238223,0.26890326703978423,0.17796654852607235,0.025043081584858906
2005-03-10,0.10700785,0.27798734354531185,0.5378695686802137,0.3309763136425517,0.029230174389213437,0.018162691389510287
2005-03-11,0.10601279,0.2986176919734923,0.5627231839897857,0.3384980831128984,-0.1323244598539351,0.03214033588233627
2005-03-14,0.10677059,0.24984101646595464,0.5055897695069776,0.31260375611214036,-0.01365262990169877,0.03534326190980679
2005-03-15,0.10740013,0.2042608439332044,0.46350760617588127,0.24614140015287395,0.0010348449856565078,0.040418234472589416
2005-03-16,0.11065865,0.1666737676745383,0.42119615233003316,0.19422872945846087,-0.008147441424046664,0.03559825640345625
2005-03-17,0.11009535,0.16888757862722859,0.42191815162578217,0.20194036036516239,0.09033930310063523,0.03078357964016738
2005-03-18,0.11004598,0.18396930958834332,0.440778380001985,0.21984185871479933,0.035436854041517696,0.02682617745954192
2005-03-21,0.10806426,0.2275176410179657,0.481684795937993,0.2900096867855212,0.0696721336664648,0.03024697047946206
2005-03-22,0.1128549,0.19278910358809775,0.45206275913124,0.22848161889246715,0.15226052803809703,0.018830080379752045
2005-03-23,0.10185378,0.21578154843942665,0.46001826716786204,0.29805275762198513,0.06605254518479536,0.028438353718521825
2005-03-24,0.09944059,0.1984499058685615,0.4441386258641572,0.2694892348127748,0.11716276121531169,0.04573282151913956
2005-03-28,0.09518362,0.14931769393488387,0.39980352302518113,0.1686483725161656,0.16213217693845766,0.05851004884844524
2005-03-29,0.08998667,0.14789273176761805,0.3780767677151973,0.21362177350271644,0.12000211366890684,0.10056070001677311
2005-03-30,0.10307886,0.1766596320354517,0.3947698241191956,0.2987814701083623,0.13575671887758853,0.09151138646874678
2005-03-31,0.10032267,0.21930231619547322,0.4316874024536256,0.37821405295053956,0.07071455877651281,0.02814527354037061
2005-04-01,0.10192468,0.20432168134840684,0.4269171398927972,0.3329898737023364,0.158267197326139,0.03827393832380175
2005-04-04,0.10279741,0.1473756746139368,0.37745789881595326,0.21273586753313672,0.20060721809637672,0.04547654991055951
2005-04-05,0.09731948,0.13150813393933353,0.3432110183185732,0.21946507951616445,0.1356792077551091,0.08622822274323813
2005-04-06,0.09714014,0.10508656921908165,0.3013097928313483,0.18371066811855563,0.09519033830072077,0.08168008875884723
2005-04-07,0.09981934,0.09978832029098963,0.2813735064703188,0.20179607686761575,-0.008000510812841172,0.0844099027038183
2005-04-08,0.09786959,0.18999274475517988,0.3892186854068267,0.36612616480270904,0.07683161175078865,0.08544398458022563
2005-04-11,0.09739213,0.3414994309965481,0.528167263095848,0.551013515533761,0.14991188128111568,0.05586288929965813
2005-04-12,0.0969886,0.3961272264199142,0.6034981010901077,0.5274579758006787,-0.15795398929339838,0.05122857114751142
2005-04-13,0.10186117,0.35447422450539273,0.5899325905645312,0.44266150232878443,0.06641473999398467,0.05922646344830713
2005-04-14,0.10413062,0.23730452630850152,0.45587135846837223,0.38630077420571246,0.05243110818617927,0.048272967998211166
2005-04-15,0.11503232,0.2020471835918907,0.4257547252250984,0.3269754409994353,-0.13027226012634274,0.04739244610694173
2005-04-18,0.11555383,0.21145665789602705,0.4312005078108938,0.3500262512018551,0.10053484402734084,0.03453469062026713
2005-04-19,0.11856094,0.19245299955454195,0.4203566396910182,0.30220271997147724,0.049632358361251655,0.04178823334451078
2005-04-20,0.12502922,0.22468591680673036,0.44266840019992754,0.3720403773901881,-0.02304402802363803,0.037963422908989346
2005-04-21,0.14147393,0.3042392757193558,0.5356267796288212,0.42030523662011254,-0.0994336242849378,0.02332547179370829
2005-04-22,0.14304815,0.35828348618072764,0.6054845431699198,0.4168250643723211,0.05853373798928041,0.009320778291031936
2005-04-25,0.14674984,0.278371134031953,0.5586827996033199,0.2829657596427762,0.047969866474286305,0.01009328454301648
2005-04-26,0.14922515,0.24515659887892055,0.497905890719431,0.31449057793138635,0.00858131945716395,0.008165926097815534
2005-04-27,0.14805084,0.196642229009824,0.46460244985617066,0.21397948939018546,0.015737973961255036,0.0072392361114589745
